Correction,Vmag_List
2.22044604925e-16,12.0
0.00273092369478,12.0273092369
0.00546184738956,12.0546184739
0.00819277108434,12.0819277108
0.0109236947791,12.1092369478
0.0136546184739,12.1365461847
0.0163855421687,12.1638554217
0.0191164658635,12.1911646586
0.0218473895582,12.2184738956
0.024578313253,12.2457831325
0.0273092369478,12.2730923695
0.0300401606426,12.3004016064
0.0327710843373,12.3277108434
0.0355020080321,12.3550200803
0.0382329317269,12.3823293173
0.0409638554217,12.4096385542
0.0436947791165,12.4369477912
0.0464257028112,12.4642570281
0.049156626506,12.4915662651
0.0518875502008,12.518875502
0.0546184738956,12.546184739
0.0573493975904,12.5734939759
0.0600803212851,12.6008032129
0.0628112449799,12.6281124498
0.0655421686747,12.6554216867
0.0682730923695,12.6827309237
0.0710040160643,12.7100401606
0.073734939759,12.7373493976
0.0764658634538,12.7646586345
0.0791967871486,12.7919678715
0.0819277108434,12.8192771084
0.0846586345382,12.8465863454
0.0873895582329,12.8738955823
0.0901204819277,12.9012048193
0.0928514056225,12.9285140562
0.0955823293173,12.9558232932
0.098313253012,12.9831325301
0.101044176707,13.0104417671
0.103775100402,13.037751004
0.106506024096,13.065060241
0.109236947791,13.0923694779
0.111967871486,13.1196787149
0.114698795181,13.1469879518
0.117429718876,13.1742971888
0.12016064257,13.2016064257
0.122891566265,13.2289156627
0.12562248996,13.2562248996
0.128353413655,13.2835341365
0.131084337349,13.3108433735
0.133815261044,13.3381526104
0.136546184739,13.3654618474
0.139277108434,13.3927710843
0.142008032129,13.4200803213
0.144738955823,13.4473895582
0.147469879518,13.4746987952
0.150200803213,13.5020080321
0.152931726908,13.5293172691
0.155662650602,13.556626506
0.158393574297,13.583935743
0.161124497992,13.6112449799
0.163855421687,13.6385542169
0.166586345382,13.6658634538
0.169317269076,13.6931726908
0.172048192771,13.7204819277
0.174779116466,13.7477911647
0.177510040161,13.7751004016
0.180240963855,13.8024096386
0.18297188755,13.8297188755
0.185702811245,13.8570281124
0.18843373494,13.8843373494
0.191164658635,13.9116465863
0.193895582329,13.9389558233
0.196626506024,13.9662650602
0.199357429719,13.9935742972
0.202088353414,14.0208835341
0.204819277108,14.0481927711
0.207550200803,14.075502008
0.210281124498,14.102811245
0.213012048193,14.1301204819
0.215742971888,14.1574297189
0.218473895582,14.1847389558
0.221204819277,14.2120481928
0.223935742972,14.2393574297
0.226666666667,14.2666666667
0.229397590361,14.2939759036
0.232128514056,14.3212851406
0.234859437751,14.3485943775
0.237590361446,14.3759036145
0.240321285141,14.4032128514
0.243052208835,14.4305220884
0.24578313253,14.4578313253
0.248514056225,14.4851405622
0.25124497992,14.5124497992
0.253975903614,14.5397590361
0.256706827309,14.5670682731
0.259437751004,14.59437751
0.262168674699,14.621686747
0.264899598394,14.6489959839
0.267630522088,14.6763052209
0.270361445783,14.7036144578
0.273092369478,14.7309236948
0.275823293173,14.7582329317
0.278554216867,14.7855421687
0.281285140562,14.8128514056
0.284016064257,14.8401606426
0.286746987952,14.8674698795
0.289477911647,14.8947791165
0.292208835341,14.9220883534
0.294939759036,14.9493975904
0.297670682731,14.9767068273
0.300401606426,15.0040160643
0.30313253012,15.0313253012
0.305863453815,15.0586345382
0.30859437751,15.0859437751
0.311325301205,15.113253012
0.3140562249,15.140562249
0.316787148594,15.1678714859
0.319518072289,15.1951807229
0.322248995984,15.2224899598
0.324979919679,15.2497991968
0.327710843373,15.2771084337
0.330441767068,15.3044176707
0.333172690763,15.3317269076
0.335903614458,15.3590361446
0.338634538153,15.3863453815
0.341365461847,15.4136546185
0.344096385542,15.4409638554
0.346827309237,15.4682730924
0.349558232932,15.4955823293
0.352289156627,15.5228915663
0.355020080321,15.5502008032
0.357751004016,15.5775100402
0.360481927711,15.6048192771
0.363212851406,15.6321285141
0.3659437751,15.659437751
0.368674698795,15.686746988
0.37140562249,15.7140562249
0.374136546185,15.7413654618
0.37686746988,15.7686746988
0.379598393574,15.7959839357
0.382329317269,15.8232931727
0.385060240964,15.8506024096
0.387791164659,15.8779116466
0.390522088353,15.9052208835
0.393253012048,15.9325301205
0.395983935743,15.9598393574
0.398714859438,15.9871485944
0.401445783133,16.0144578313
0.404176706827,16.0417670683
0.406907630522,16.0690763052
0.409638554217,16.0963855422
0.412369477912,16.1236947791
0.415100401606,16.1510040161
0.417831325301,16.178313253
0.420562248996,16.20562249
0.423293172691,16.2329317269
0.426024096386,16.2602409639
0.42875502008,16.2875502008
0.431485943775,16.3148594378
0.43421686747,16.3421686747
0.436947791165,16.3694779116
0.439678714859,16.3967871486
0.442409638554,16.4240963855
0.445140562249,16.4514056225
0.447871485944,16.4787148594
0.450602409639,16.5060240964
0.453333333333,16.5333333333
0.456064257028,16.5606425703
0.458795180723,16.5879518072
0.461526104418,16.6152610442
0.464257028112,16.6425702811
0.466987951807,16.6698795181
0.469718875502,16.697188755
0.472449799197,16.724497992
0.475180722892,16.7518072289
0.477911646586,16.7791164659
0.480642570281,16.8064257028
0.483373493976,16.8337349398
0.486104417671,16.8610441767
0.488835341365,16.8883534137
0.49156626506,16.9156626506
0.494297188755,16.9429718876
0.49702811245,16.9702811245
0.499759036145,16.9975903614
0.502489959839,17.0248995984
0.505220883534,17.0522088353
0.507951807229,17.0795180723
0.510682730924,17.1068273092
0.513413654618,17.1341365462
0.516144578313,17.1614457831
0.518875502008,17.1887550201
0.521606425703,17.216064257
0.524337349398,17.243373494
0.527068273092,17.2706827309
0.529799196787,17.2979919679
0.532530120482,17.3253012048
0.535261044177,17.3526104418
0.537991967871,17.3799196787
0.540722891566,17.4072289157
0.543453815261,17.4345381526
0.546184738956,17.4618473896
0.548915662651,17.4891566265
0.551646586345,17.5164658635
0.55437751004,17.5437751004
0.557108433735,17.5710843373
0.55983935743,17.5983935743
0.562570281124,17.6257028112
0.565301204819,17.6530120482
0.568032128514,17.6803212851
0.570763052209,17.7076305221
0.573493975904,17.734939759
0.576224899598,17.762248996
0.578955823293,17.7895582329
0.581686746988,17.8168674699
0.584417670683,17.8441767068
0.587148594378,17.8714859438
0.589879518072,17.8987951807
0.592610441767,17.9261044177
0.595341365462,17.9534136546
0.598072289157,17.9807228916
0.600803212851,18.0080321285
0.603534136546,18.0353413655
0.606265060241,18.0626506024
0.608995983936,18.0899598394
0.611726907631,18.1172690763
0.614457831325,18.1445783133
0.61718875502,18.1718875502
0.619919678715,18.1991967871
0.62265060241,18.2265060241
0.625381526104,18.253815261
0.628112449799,18.281124498
0.630843373494,18.3084337349
0.633574297189,18.3357429719
0.636305220884,18.3630522088
0.639036144578,18.3903614458
0.641767068273,18.4176706827
0.644497991968,18.4449799197
0.647228915663,18.4722891566
0.649959839357,18.4995983936
0.652690763052,18.5269076305
0.655421686747,18.5542168675
0.658152610442,18.5815261044
0.660883534137,18.6088353414
0.663614457831,18.6361445783
0.666345381526,18.6634538153
0.669076305221,18.6907630522
0.671807228916,18.7180722892
0.67453815261,18.7453815261
0.677269076305,18.7726907631
0.68,18.8
